text,is_recruitment,cat_reason,label,legit_reason,source_file,source
":fire: TUYỂN CTV SALE BĐS – LÀM LINH HOẠT, THU NHẬP THEO DEAL :fire:
• Nguồn hàng có sẵn, thông tin đầy đủ.
• Không cần kinh nghiệm, được hướng dẫn từng bước.
• Không bắt buộc lên văn phòng, thời gian làm tự do.
• Môi trường chuyên nghiệp.
• Chốt được nhà là có :moneybag: ngay.
Quan tâm ib em để trao đổi nhanh! :speech_balloon:
:calling: 033 8899 893",1,"Tin tuyển CTV bán hàng BĐS, mô tả công việc và điều kiện làm việc.",0,"Việc nhẹ lương theo deal, thiếu địa chỉ cụ thể, xưng hô 'em' không chuyên nghiệp.",content3_step2.csv,
":loudspeaker:ĐẠI LÝ THỰC PHẨM SẠCH CẦN GẤP NGƯỜI ĐI LÀM NGAY ,CÔNG VIỆC TẠI CHỖ LÂU DÀI
:dollar:THU NHẬP:7,5 triệu _9triệu.  (có thưởng nếu làm tốt)
:mantelpiece_clock:TỔNGTHỜI GIAN:hành chính
*Sáng:8h-11h30
*Chiều:13h30-16h45(có xoay ca)
:dragon:TUỔI:từ 23t-40t(ko yêu cầu kinh nghiệm)
:gift:Được đóng  bảo hiểm
:ok_hand:YÊU CẦU:chịu khó,thái độ tốt
:phone:  Liên hệ trực tiếp : 077 895 7970  trao đổi đi làm ngay.",1,,0,,facebook.csv,facebook.com
":red_envelope: JOB TRUYỀN THÔNG  :red_envelope:
:point_right: Yêu Cầu:
-  19 Tuổi trở lên, ngoại giao, thích học hỏi, nghiêm túc, sạch sẽ
:rocket: Khu vực: Hải Châu, Thanh Khê
:sparkles: Quyền Lợi:
- Đào tạo các kỹ năng mềm, truyền thông
- Môi trường Genz: thoải mái, năng động, hoạt bát, xoay ca theo lịch học :folding_hand_fan:
- Job không yêu cầu kinh nghiệm nhiều quyền lợi nên đăng kí nhanh tay nhe mn:clap:
:postbox: Mọi thắc mắc xin vui lòng IB trực tiếp hoặc Zalo: 0797827358",1,,0,,facebook.csv,facebook.com
"ANTA SPORT Tuyển dụng NVBH  ( lâu dài )
Địa điểm làm việc: ANTA LOTTE VINH
Mô tả công việc
- Tư vấn bán hàng
- Trưng bày, sắp xếp, kiểm soát hàng hoá
- Thu ngân doanh thu hàng ngày
Thời gian làm việc
- Ca xoay k có định: Sáng 7h30-15h30, Chiều 14h00-22h00
- Mỗi tháng nghỉ 4 ngày (trừ thứ 7, chủ nhật, ngày lễ tết
Lương:
- Lương: 5.700.000 + thưởng doanh số
- Lễ, Tết x3
Quyền lợi nhân viên
- Được cấp phát đồng phục bao gồm áo, quần, giày chính hãng Anta theo năm
- Sau 2 tháng đc đóng BHXH, BHYT
SDT: 0986913737
Gmail: thanhnhan913737@gmail.com",1,"Tin tuyển dụng NVBH tại ANTA LOTTE VINH với mô tả công việc, thời gian làm việc, lương và quyền lợi.",1,"Tin tuyển dụng từ công ty ANTA SPORT có địa chỉ làm việc cụ thể (ANTA LOTTE VINH), mô tả công việc rõ ràng và thông tin liên lạc.",content1_step2.csv,
":sparkles: TUYỂN 02 NHÂN VIÊN VẬN HÀNH NỀN TẢNG
:round_pushpin: Làm việc tại: 222–224 Ngũ Hành Sơn, Đà Nẵng
Biver đang mở rộng đội ngũ và tìm kiếm 02 bạn Hỗ trợ Ứng dụng để đồng hành trong hành trình chăm sóc khách hàng & đảm bảo vận hành suôn sẻ cho nền tảng công nghệ của chúng tôi.
:mag: Mô tả ngắn gọn công việc
– Tiếp nhận, hỗ trợ và giải đáp các vấn đề của khách hàng qua các kênh online.
– Phối hợp với team kỹ thuật để xử lý lỗi, đảm bảo hệ thống hoạt động ổn định.
– Theo dõi, ghi nhận, báo cáo các vấn đề phát sinh trong quá trình vận hành.
:white_check_mark: Yêu cầu
• Có kinh nghiệm chăm sóc khách hàng hoặc hỗ trợ kỹ thuật từ 6 tháng trở lên
• Sẵn sàng làm việc theo mô hình linh hoạt (có thể xoay ca khi cần)
• Chủ động, giao tiếp tốt, thái độ tích cực
:gift: Chế độ đãi ngộ
:moneybag: Thu nhập cạnh tranh theo năng lực
:briefcase: BHXH đầy đủ
:stethoscope: Bảo hiểm sức khoẻ PTI Care
:seedling: Môi trường startup trẻ – năng động – teamwork thoải mái – không drama
:email: Ứng tuyển ngay
Gửi CV về: ngalp@biverholding.vn
:pushpin: Tiêu đề email: Ứng tuyển Nhân viên vận hành nền tảng – [Họ tên]",1,"Văn bản chứa từ khóa 'Tuyển', mô tả vị trí công việc cụ thể và yêu cầu ứng viên.",1,"Tin tuyển dụng từ công ty Biver Holding với địa chỉ cụ thể, mô tả công việc rõ ràng và chế độ đãi ngộ được nêu ra.",content4_step2.csv,
":fire: JOP BÁN HÀNG LÀM TẠI KHU VỰC THANH KHÊ, HẢI CHÂU:
#ĐÀNẴNG:hearts:
• Độ tuổi: 22t trở lên,
• Thời gian: Sáng 8h - 11h30
Chiều 13h30 - 17h
( Hỗ trợ xoay ca)
• Thu nhập: 8tr/ tháng+ thưởng
• Yêu cầu: Thái độ tốt, nghiêm túc trong công việc, vui vẻ hòa đồng
:telephone_receiver: ( IB )Sdt 0326495440 để trao đổi công việc cụ thể.",1,,0,,facebook.csv,facebook.com
"IPQC Supervisor
PHÚC LỢI Laptop Chế độ bảo hiểm Phụ cấp Xe đưa đón Đào tạo Tăng lương MÔ TẢ CÔNG VIỆC This leader will lead a team in Techtronic Industries Vietnam factory, take charge of In - Process Quality Control. Work closely with all cross functional teams to drive for customer satisfaction and continuous improvement. Manage IPQC Teams for daily activities and ensure that daily quality target is achieved. To ensure in process quality control by conforming to specifications and maintain quality standard by approving in process production and finished products. KEY RESPONSIBILITIES AND AUTHORITIES Lead IPQC Team to manage the process of In-Process Quality Control ensure all products meet internal / external quality standards. Set up proper processes for IPQC but not limited to prepare checklist, sampling plan, process audit, non-conforming product disposition, data collecting system (Critical Features, DPPM, Data Analysis), etc. Maintain and optimize IPQC, management system (SOP, OI / WI) according to ISO9001. Ensure team staffs are well trained with needed skills to perform required functions. Work closely with cross functional team to meet delivery schedules and production goals, while actively maintaining the expected level of quality. Follow up quality problem, customer feedback and field return quality issue. Identify training needs for IPQC leader and inspector, prepare training plan and conduct training to IPQC leader and Technician. Prepare of diagram / drawing and work instruction manual as inspection reference / caution points for IPQC leader and Technician. Prepare weekly and monthly quality report YÊU CẦU CÔNG VIỆC Education: University degree with Mechatronic / Electrical Engineering or equivalent technical degree Experience: At least 5 years in Quality field with minimum 3 years in a Supervisor position. With working experience in metal, plastic and electronic products as well as manufacturing process quality management. Knowledge of ISO 9001 Quality Management System Good English, written and spoken Good team player with positive approach Knowledge: Familiar with ISO9001, FMEA, SPMP and the 6 Sigma tools Have knowledge quality tools such as DFMEA, PFMEA, SPC, GR&R, CPK…and other relevant methodologies in manufacturing operations Functional Skills: Strong leadership and team-building abilities to effectively motivate and inspire team members Proven leadership with excellent written and verbal communication skills for internal and external collaboration at all organizational levels Outstanding interpersonal skills, high motivation, and the ability to perform under pressure Proficiency in spoken, written & presentation in English Demonstrated project management expertise with both direct and matrix leadership experience THÔNG TIN KHÁC Bằng cấp: Đại học Độ tuổi: Không giới hạn tuổi Lương: Cạnh tranh GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/ipqc-supervisor.35C5E682.html
"Em cần tìm 1 bạn nữ phụ mình mảng Tiktok ạ.Chỉ cần biết qua chụp với quản lý fanpage thôi ạ!
Làm off ạ",1,"Tìm kiếm người phụ trách mảng Tiktok, mô tả công việc cụ thể.",0,"Việc nhẹ (chỉ chụp ảnh), thiếu địa chỉ cụ thể, xưng hô 'Em cần' không chuyên nghiệp.",content1_step2.csv,
"Quản Lý Chất Lượng Phòng Xét Nghiệm (Y tế)
PHÚC LỢI Laptop Chế độ bảo hiểm Du Lịch Phụ cấp Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Nghỉ phép năm MÔ TẢ CÔNG VIỆC • Lập kế hoạch, xây dựng tiêu chuẩn và triển khai thực hiện hoạt động quản lý chất lượng tại công ty, đồng thời phân tích xu hướng kết quả thực hiện, xác định các lỗ hổng chất lượng, tuân thủ • Tổ chức đào tạo, triển khai và duy trì và hướng dẫn cho các phòng ban thực hiện các hành động nhằm tuân thủ các yêu cầu tiêu chuẩn • Kiểm soát và đánh giá việc thực hiện tác nghiệp theo đúng yêu cầu của hệ thống quản lý chất lượng đã được ban hành • Phối hợp với các phòng ban liên quan để khắc phục và hoàn thiện chất lượng dịch vụ nội bộ/ bên ngoài và đảm bảo tuân thủ quy trình, quy định • Đề xuất các biện pháp cải tiến chất lượng và hiệu suất, tiến độ, quản lý rủi ro nhằm nâng cao hiệu quả của Hệ thống chất lượng. • Báo cáo kết quả thực hiện theo định kỳ. QUYỀN LỢI · Thu nhập hấp dẫn theo năng lực. · Thưởng lương tháng 13, thưởng hiệu quả kinh doanh cuối năm · Thưởng và quà tặng các ngày lễ, Tết, sinh nhật, 01/6, trung thu,.... · Đánh giá và xét tăng lương định kỳ hàng năm · Được đào tạo bài bản về kiến thức xét nghiệm di truyền · Các chế độ khám sức khỏe và xét nghiệm cho bản thân va gia đình · Tham gia các chương trình du lịch hàng năm, sự kiện hàng tháng · Làm việc trong môi trường thân thiện, năng động, chuyên nghiệp · Các chế độ khác: BHXH, nghỉ phép,... theo quy định của nhà nước. YÊU CẦU CÔNG VIỆC Có trình độ từ Đại học trở lên các ngành xét nghiệm, y học, sinh học, công nghệ sinh học....và các ngành khác có liên quan Có kinh nghiệm 5 năm vị trí kiểm soát chất lượng ở các đơn vị y tế Có chứng chỉ đào tạo về hệ thống quản lý chất lượng xét nghiệm. Có hiểu biết cơ cấu, tổ chức và công việc của Phòng xét nghiệm Có khả năng làm việc độc lập, trách nhiệm, chỉn chu. ĐỊA ĐIỂM LÀM VIỆC Hà Nội Khu văn phòng, Văn Phú Victoria, Hà Đông THÔNG TIN KHÁC Bằng cấp: Đại học Độ tuổi: 25 - 45 Lương: 16 Tr - 25 Tr VND GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/quan-ly-chat-luong-phong-xet-nghiem-y-te.35C5C609.html
"KHẲNG ĐỊNH DẤU ẤN CHUYÊN GIA TOÀN CẦU :car:
Bạn đam mê thiết kế khí, nguyên cứu phát triển xe ô tô? Bạn tự tin là mình có thể đủ khả năng để làm việc với các ""ông lớn"" về ô tô trên thế giới? Đừng bỏ lỡ các vị trí  với mức đãi ngộ vô cùng hấp dấn! 
Quyền lợi hấp dẫn dành cho các kỹ sự FPT Automotive:
:point_right:Làm việc trực tiếp với top OEM, Tier 1 trên thế giới 
:point_right:Kiến thức được cập nhật thường xuyên và liên tục 
:point_right:Vô vàn các khóa học đào tạo & thi chứng chỉ tài trợ bởi FPT 
:point_right:Môi trường làm việc chuẩn 5 sao đầy đủ tiện nghi
:red_square:Hà Nội:
• Embedded Linux 
• SQA 
• Embedded/ Autosar
• Android Linux 
• Senior PM Automotive 
• SA ADAS
• Android Kotlin For Automotive 
• Crypto Security Engineer 
• Embedded IoT 
• AI/LLM Engineer (Fresher to Senior)
:red_square:Đà Nẵng: 
• Embedded Engineer (Automotive PaaK)
• Embedded C/C++ Engineer 
• AUTOSAR Engineer 
• Embedded ECU Test Engineer 
• Embedded/Platform Software Architect (SA) 
• C++/Qt Engineer 
• Automotive Project Manager 
• BrSE, JP N2 
• ASPICE SQA 
• Crypto Secure Boot (Secure Firmware) Engineer 
• Cyber Security Engineer 
• Automotive Tester 
• AI/LLM Engineer (Fresher to Senior) 
:red_square:Hồ Chí Minh: 
• Embedded C/C++ Engineer 
• Embedded Autosar 
• AI Engineer exp with LLM 5 years 
• PM Embedded 
• Embedded have JP N3 up 
• AI/LLM Engineer (Fresher to Senior) 
• Embedded Matlab Engineer
Các bạn quan tâm inb face mình tư vấn thêm cho nhanh nha , hoặc sdt: 0869104172",1,Tin đăng tuyển dụng với nhiều vị trí công việc cụ thể ở các địa điểm khác nhau.,1,"Tin tuyển dụng rõ ràng về vị trí công việc, yêu cầu kỹ năng, địa điểm làm việc. Mặc dù thiếu thông tin chi tiết về lương cụ thể nhưng mức đãi ngộ hấp dẫn được đề cập.",content4_step2.csv,
:bouquet:Cần 2 nữ phụ Bán Hàng  Yêu Cầu :giao tiếp tốt nhanh nhẹn trung thực :butterfly:có trách nhiệm trong công việc :hatching_chick:ưu tiên người có kinh nghiệm bán hàng )TN:5t5t +thưởng-TG SÁNG8h-11/30 Chiều 1h/30-17h-Cần LH :0935637096:hatched_chick:,1,Tin đăng tìm 2 nữ phụ bán hàng với yêu cầu công việc cụ thể và thông tin liên hệ.,0,"Thiếu địa chỉ cụ thể, xưng hô thiếu chuyên nghiệp ('🦋', '🐣'),  văn phong mồi chài.",content2_step2.csv,
"CẦN NGƯỜI PHỤ LÀM CHO CỬA HÀNG
:fire:CẦN NGƯỜI PHỤ LÀM CHO CỬA HÀNG :fire: 
KV : Ngũ Hành Sơn / Cẩm Lệ / Hoà Xuân 
           - Độ tuổi     : 25 - 45 Tuổi 
           - Thời gian  : 7h - 11h / 13h - 17h
           - Thu nhập  : 4triệu - 8triệu  ( tuỳ ca )
:boom: Quyền lợi :
           • Công việc ổn định, làm lâu dài 
           • Môi trường, năng lượng, vui vẻ 
:boom:  Liên hệ trực tiếp : zalo / gọi ( 039 3564395 )",1,"Tin đăng tìm người phụ làm việc tại cửa hàng với mô tả thời gian, thu nhập và quyền lợi.",1,"Việc công ty/cửa hàng, có địa chỉ cụ thể (KV Ngũ Hành Sơn / Cẩm Lệ / Hoà Xuân)",content2_step2.csv,
"Cần Gấp Nữ Phụ Bán Hàng Tại Kho Đà Nẵng  
TG:  8h-5h ( tháng 8tr) 
LH: 0931.992.167 Được Nhận Việc Ngay",1,Cần tìm người phụ bán hàng tại kho Đà Nẵng,0,"Thiếu địa chỉ cụ thể, xưng hô 'Cần' thiếu chuyên nghiệp",content2_step2.csv,
":tada: OWEN  cần Tuyển GẤP Nhân Viên
Ca sáng : 8 - 11h ( 120k )
Ca chiều : 12h - 17h (250k )
Ca Tối : 18h - 22h ( 200k )
Đăng ký để đi làm luôn :
- Ưu tiên cho học sinh , sinh viên tìm việc kỳ nghỉ hè :briefcase:
- Nhân viên làm việc trực tiếp tại cửa hàng ( Bao ăn trưa khi làm ca sáng / Bao ăn tối khi làm ca chiều tối )
- Nv trực web onl lương 230k +hoa hồng  ngày
:restroom::restroom: YÊU CẦU: 16t-34t
:tent::tent: Lưu ý : Bên mình không thu bất kì chi phí nào của người xin việc.
:anger: Cần việc làm ib trực tiếp",1,,0,,facebook.csv,facebook.com
"Giám Đốc Thiết Kế Nội Ngoại Thất
PHÚC LỢI Chế độ bảo hiểm Du Lịch Phụ cấp Đồng phục Chế độ thưởng Đào tạo Tăng lương Công tác phí Nghỉ phép năm MÔ TẢ CÔNG VIỆC - Tiếp nhận chỉ đạo từ Ban Tổng Giám đốc - Xây dựng kế hoạch, tổ chức, quản lý và điều phối các hoạt động của Khối Thiết kế. - Chủ trì công tác sáng tạo ý tưởng, tư vấn thiết kế, lập và trình bày phương án thiết kế với khách hàng/chủ đầu tư. - Kiểm soát, thẩm định các sản phẩm thiết kế, đảm bảo chất lượng, tiến độ và tính thẩm mỹ. - Phân công, theo dõi, đôn đốc và giám sát tiến độ công việc của các kiến trúc sư/kỹ sư trong phòng. - Tham gia trao đổi, làm việc với khách hàng, phối hợp với các phòng/ban liên quan trong quá trình triển khai dự án. - Hỗ trợ Giám đốc Khối trong việc xây dựng và chuẩn hóa quy trình thiết kế, quy chuẩn hồ sơ. - Đào tạo, hướng dẫn, nâng cao năng lực chuyên môn cho đội ngũ nhân viên Khối thiết kế. - Đề xuất các giải pháp cải tiến về chuyên môn, công nghệ thiết kế, nhằm nâng cao chất lượng dịch vụ. - Tham gia tuyển dụng, đánh giá, đề xuất khen thưởng/kỷ luật đối với nhân sự phòng thiết kế. - Chuẩn bị, tổng hợp báo cáo công việc, văn bản chuyên môn gửi Giám đốc Khối phê duyệt. - Thực hiện các nhiệm vụ khác theo phân công của Ban Tổng Giám đốc. - Địa điểm làm việc: C20, Đường N4, KP Tân Lại, Phường Trấn Biên, Đồng Nai YÊU CẦU CÔNG VIỆC Giới tính: Nam/Nữ Độ tuổi: 28 – 40 tuổi Số lượng: 03 người Kinh nghiệm: Từ 5 năm trở lên trong lĩnh vực chuyên môn Trình độ chuyên môn: - Tốt nghiệp Đại học chính quy chuyên ngành Kiến trúc sư - Chứng chỉ hành nghề Kiến trúc sư Trình độ ngoại ngữ: Tiếng Anh giao tiếp (B2) trở lên Trình độ tin học: - Chứng chỉ tin học ứng dụng nâng cao - Thành thạo các phần mềm chuyên dụng trong thiết kế Kiến thức: - Về chuyên môn thiết kế, xây dựng, phong thủy. - Luật doanh nghiệp, Luật Xây dựng, Luật nhà ở, Luật thương mại, Bộ luật dân sự, Luật Sở hữu trí tuệ... - Am hiểu về chính sách và văn hóa tổ chức, doanh nghiệp. Kỹ năng: - Kỹ năng giao tiếp, thuyết phục, đàm phán, xây dựng, duy trì mối quan hệ, - Kỹ năng thuyết trình trước đông người - Kỹ năng quản trị, điều hành; Lập kế hoạch hoạt động - Kỹ năng tổ chức, đào tạo và phát triển đội nhóm hoàn thành mục tiêu của Khối, của Công ty. - Kỹ năng quản lý chi phí, tài chính Phong cách làm việc: - Chuyên nghiệp, khoa học - Năng động, tự chủ trong mọi việc - Luôn luôn đổi mới và tìm tòi để nâng cao kỹ năng bản thân và tiên phong làm gương Phúc lợi:  Tăng lương hàng năm, thu nhập tăng trưởng theo năng lực, Cơ hội thăng tiến không giới hạn. Phát triển nghề nghiệp trong môi trường làm việc chuyên nghiệp – năng động, khuyến khích sáng tạo, đề cao năng lực và kết quả làm việc. Xây dựng sự nghiệp bền vững với lộ trình thăng tiến rõ ràng, chế độ đãi ngộ và nhiều chính sách phúc lợi (mừng sinh nhật hàng tháng, du lịch hàng năm). Được thưởng dịp lễ 30/4, 02/9, Tết & được nghỉ lễ, tết theo lịch nhà nước. Tham gia hoạt động văn hóa, du lịch, rèn luyện kỹ năng. Công đoàn và chế độ BHXH, BHYT, BHTN đầy đủ theo quy định. ĐỊA ĐIỂM LÀM VIỆC Đồng Nai Văn phòng Đồng Nai: C20, Khu phố 2, P. Bửu Long, TP. Biên Hòa, tỉnh Đồng Nai THÔNG TIN KHÁC Bằng cấp: Đại học Độ tuổi: Không giới hạn tuổi Lương: Cạnh tranh GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/giam-doc-thiet-ke-noi-ngoai-that.35C5C0F5.html
":blossom: TUYỂN GẤP 02 NỮ BÁN HÀNG MẸ & BÉ – LÀM VIỆC TẠI MẸ MÍA :blossom:
:round_pushpin: Cơ sở 1: 10 Nguyễn Đình Trọng (bên hông chợ Hoà Khánh)
:round_pushpin: Cơ sở 2: 68 Huỳnh Dạng (dưới chân chung cư Bàu Tràm)
:sparkles: Yêu cầu:
– Nữ 20–35 tuổi
– Nhanh nhẹn, chịu khó
– Làm giờ hành chính
:moneybag: Thu nhập: 5–8 triệu/tháng
:telephone_receiver: Liên hệ ứng tuyển: 0935.900.090 (A. Trung)",1,"Tin đăng tuyển dụng nhân viên bán hàng với yêu cầu cụ thể về tuổi tác, kinh nghiệm và mức thu nhập.",1,Tin tuyển dụng công ty/quán xá có địa chỉ cụ thể.,content3_step2.csv,
"TUYỂN LÁI XE:GPLX hạng C2 hoặc D
NCCV:lái xe trung chuyển(Khu vực ĐÀ NẴNG)
thời gian làm việc:sáng 5h trả khách trung chuyển
:8h đi đón khách
:11h đi đón khách
:15h30p đi trả khách
:20h đi trả khách và đón khách
ai có nhu cầu vui lòng liên hệ:0974.844.844
cảm ơn đã quan tâm",1,,1,,facebook.csv,facebook.com
"[FSOFT DN] CẦN CHIÊU MỘ 01 PM cho dự án Finance - Tinh thần chiến :flexed_biceps_light_skin_tone:
 Mô tả công việc:
- Thực hiện quản lý dự án cho khách hàng 
- Quản lý hiệu suất dự án bằng công cụ JIRA và các công cụ khác
- Trao đổi về plan, scope… cùng khách hàng.
- Quản lý tiến độ dự án.
- Quản lý member dự án.
 Yêu cầu đối với ứng viên:
-Tiếng anh communicate tốt
-Tối thiểu 3–5 năm kinh nghiệm làm việc trong quản lý dự án hoặc vị trí tương đương
-PM làm dự án outsourcing , có technical base là 1 lợi thế
-Thành thạo ít nhất một phương pháp quản lý dự án và quen thuộc với các phương pháp khác (Agile, Scrum)
Contact Hạnh share job nha!!!",1,"Mô tả công việc và yêu cầu đối với ứng viên, có từ khóa 'Tuyển'",1,"Tin tuyển dụng từ công ty FSOFT DN, mô tả công việc PM rõ ràng, yêu cầu kinh nghiệm phù hợp. Có thông tin liên hệ.",content4_step2.csv,
"Cần 1 chị bán hàng tại chỗ.
:heavy_dollar_sign:Thu nhập 7–8tr/tháng. Làm giờ hành chính.
:telephone_receiver:Gọi ngay: 0931 992 748",1,Tin tuyển dụng nhân viên bán hàng tại chỗ.,0,Thiếu địa chỉ công ty/quán xá. Xưng hô 'chị' thiếu chuyên nghiệp.,content2_step2.csv,
":gem: Anh chị em nếu muốn tìm hiểu và làm kinh doanh Bất động sản nhà phố, Đất thổ cư, căn hộ tại Đà Nẵng, Hội An thì liên hệ với em An nhé.
:gem: Làm chính củng được, làm thêm củng được. ACE ở quận nào thì bán nhà quận đấy, hoặc thấy khu vực nào tiềm năng, phù hợp với mình thì ACE bán nhà, đất khu vực đấy.
:gem: ĐÀO TẠO CHUYÊN NGHIỆP MIỄN PHÍ 100%. Có cấp trên và đồng đội hỗ trợ, giúp đỡ nhiệt tình.
:gem: Nguồn hàng của Công ty với hơn 5000 căn nhà, đất, căn hộ. Với tất cả các phân khúc giá.
:rose::rose: Hơp đồng nhỏ nhất củng về túi > 35 triệu. Hợp đồng to về túi vài trăm triệu. Nhận tiền ngay khi khách đặt cọc.
:gem: Chỉ cần anh chị em chăm chỉ, chịu khó, làm việc khoa học, đúng phương pháp thì có thu nhập cao, đời sống khá là điều hoàn toàn trong tầm tay.
:phone: 0905043279 - 0913524827
:mailbox_with_mail: Email: vietan.tuan123mientrung@gmail.com
:office: Văn phòng: 244 Phan Đăng Lưu - TP Đà Nẵng.
Tags:
#Tuyển_dụng_nhân_sự
#Việc_làm_Đà_Nẵng
#Bất_động_sản_Đà_Nẵng
#Việc_làm_hành_chính_nhân_sự
#Việc_làm_Bất_động_sản_tại_Đà_Nẵng
#Công_việc_văn_phòng",1,,0,,facebook.csv,facebook.com
Cần vài bạn làm tài khoản thương mại điện tử công 400k  ai cần thì đọc số zalo mình ib nha. Cảm ơn ad đã duyệt bàiii,1,Cần vài bạn làm việc (tài khoản thương mại điện tử) - rõ ràng là tuyển dụng.,0,"Việc nhẹ lương thấp, xưng hô thiếu chuyên nghiệp ('ai cần thì đọc số zalo mình ib'), không rõ địa chỉ công ty.",content3_step2.csv,
"Chuyên viên chi phí đấu thầu dự án nhà xưởng kết cấu thép
PHÚC LỢI Chế độ bảo hiểm Du Lịch Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Nghỉ phép năm MÔ TẢ CÔNG VIỆC Đọc và nắm chắc kết cấu của một bộ Hồ sơ mời thầu. - Phối hợp và lên kế hoạch thực hiện hoàn thành HSMT cùng team thầu. - Lập hồ sơ kỹ thuật (Biện pháp thi công, tiến độ thi công…). - Lập hồ sơ giá trị (Bóc tách khối lượng, lập BOQ, báo giá…). - Lập HSMT đối với thầu phụ, nhà cung cấp, tổ đội nhân công… - Soạn thảo và quản lý hợp đồng đối với thầu phụ, nhà cung cấp, tổ đội nhân công… - Kiểm tra khối lượng thanh thanh quyết toán đối với thầu phụ, nhà cung cấp, tổ đội nhân công. - Các công việc khác được giao. - Chi tiết công việc sẽ được trao đổi cụ thể trong buổi phỏng vấn. YÊU CẦU CÔNG VIỆC - Tốt nghiệp Đại học chuyên ngành Xây dựng, Kinh tế xây dựng hoặc các chuyên ngành liên quan. - Có kinh nghiệm làm việc tại vị trí QS Đấu thầu, dự toán kết cấu thép. Am hiểu nguyên tắc quản lý chất lượng và các quy chuẩn, tiêu chuẩn xây dựng. - Sử dụng thành thạo Autocad, MS Office, Dự toán… - Có kỹ năng làm việc độc lập, làm việc nhóm. - Chịu được áp lực công việc. ĐỊA ĐIỂM LÀM VIỆC Hà Nội 275 Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân, Hà Nội THÔNG TIN KHÁC Bằng cấp: Đại học Độ tuổi: Không giới hạn tuổi Lương: 15 Tr - 20 Tr VND GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chi-phi-dau-thau-du-an-nha-xuong-ket-cau-thep.35C58515.html
"Chào mọi người.
KHO NỆM SỈ Đà Nẵng  cần gấp nhân sự cho vị trí Nhân Viên bán hàng.
Đ/c làm việc:269 phạm Hùng. Hoà xuân. Cẩm lệ
                      278A Ngũ Hành Sơn ( 2 bạn xoay ca)
                      Sáng : 7h30- 14h30
                      Chiều : 14h-21h
 Mô tả công việc:
  Bán hàng tại cửa hàng
  Bán hàng qua các kênh online như fb,zalo,( Có thêm doanh thu )
 Thời gian làm việc 8h30 sáng đến 8h30 tối 
  Lương và quyền lợi:
Lương thử việc theo ca : 4.000.000
Lương chính thức theo ca : 4.200.000
Lương cb( full) :7.000.000 
  các phụ cấp khác(thưởng lễ,tết,chuyên cần,trách nhiệm+KPI...)
Thu nhập 9 đến 15tr 
Yêu cầu:
     Ưu tiên:
  _ bạn Nữ có khả năng giao tiếp tốt(20-35 tuổi)
  _Nhanh nhẹn,linh hoạt trong công việc.
        Chi tiết inbox hoặc liên hệ sđt: 0784899666",1,"Tin đăng tuyển dụng nhân viên bán hàng với mô tả công việc, thời gian làm việc, lương và yêu cầu.",1,"Tin tuyển dụng từ KHO NỆM SỈ Đà Nẵng với địa chỉ cụ thể, mô tả công việc rõ ràng và lương theo ca. ",content2_step2.csv,
Tuyển nv bán đồ chơi go vinh tầng 3 từ 8h đến 3h  ca chiều từ 15h đến 22h sdt 0965381331,1,Tin đăng tuyển nhân viên bán đồ chơi với thông tin ca làm việc cụ thể.,0,"Thiếu địa chỉ cụ thể, chỉ có thông tin về ca làm việc. Có thể là lừa đảo.",content1_step2.csv,
Cần tuyển nv 2 nam 2 nữ pv bida lh ib,1,Cần tuyển nv 2 nam 2 nữ pv bida lh ib -  Mô tả rõ việc làm (pv bida) và yêu cầu số lượng người (2 nam 2 nữ),0,"Thiếu địa chỉ cụ thể, xưng hô thiếu chuyên nghiệp ('lh ib')",content3_step2.csv,
"CẦN 3 CHỊ TRUNG TUỔI LÀM TRƯỚC VÀ SAU TẾT TẠI #HẢICHÂU, #THANHKHÊ
:gem:8H-17H(NGHỈ TRƯA 2H):gem:
:shamrock:5-7TRIỆU/THÁNG(+THƯỞNG):shamrock:
LIÊN HỆ SDT/ZALO: 0898.404.935
CÓ HỖ TRỢ XOAY CA VÀ LÀM TẠI NHÀ",1,"Tin đăng tìm người làm việc với mô tả thời gian, mức lương và địa điểm cụ thể.",0,Việc gia đình/cá nhân nhưng thiếu địa chỉ cụ thể. Xưng hô 'chị' và mô tả công việc chung chung.,content2_step2.csv,
